method,path,authentication_boundary,mapped_feature_id,mapped_action,action_rule_present,interface_disposition,authorization_evidence,source_aliases,source
GET,/stubs/admin/console,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > AdminStubAPI,tdf-hq/src/TDF/API/Future.hs:124
GET,/stubs/admin/seed-policy,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > AdminStubAPI,tdf-hq/src/TDF/API/Future.hs:124
GET,/stubs/catalog,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > FutureCatalogAPI,tdf-hq/src/TDF/API/Future.hs:137
GET,/stubs/crm/parties/detail-tabs,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrmStubAPI,tdf-hq/src/TDF/API/Future.hs:96
GET,/stubs/crm/parties/filters,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrmStubAPI,tdf-hq/src/TDF/API/Future.hs:96
GET,/stubs/crm/parties/list-columns,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrmStubAPI,tdf-hq/src/TDF/API/Future.hs:96
GET,/stubs/experience/auditing,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrossCuttingStubAPI,tdf-hq/src/TDF/API/Future.hs:129
GET,/stubs/experience/design,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrossCuttingStubAPI,tdf-hq/src/TDF/API/Future.hs:129
GET,/stubs/experience/feedback,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrossCuttingStubAPI,tdf-hq/src/TDF/API/Future.hs:129
GET,/stubs/experience/navigation,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrossCuttingStubAPI,tdf-hq/src/TDF/API/Future.hs:129
GET,/stubs/experience/offline,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > CrossCuttingStubAPI,tdf-hq/src/TDF/API/Future.hs:129
GET,/stubs/inventory/assets/metadata,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > InventoryStubAPI,tdf-hq/src/TDF/API/Future.hs:118
GET,/stubs/inventory/assets/workflow,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > InventoryStubAPI,tdf-hq/src/TDF/API/Future.hs:118
GET,/stubs/inventory/stock,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > InventoryStubAPI,tdf-hq/src/TDF/API/Future.hs:118
GET,/stubs/invoicing/composer,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > InvoicingStubAPI,tdf-hq/src/TDF/API/Future.hs:113
GET,/stubs/invoicing/status-flow,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > InvoicingStubAPI,tdf-hq/src/TDF/API/Future.hs:113
GET,/stubs/packages/catalog,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > PackagesStubAPI,tdf-hq/src/TDF/API/Future.hs:108
GET,/stubs/packages/purchase-flow,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > PackagesStubAPI,tdf-hq/src/TDF/API/Future.hs:108
GET,/stubs/scheduling/bookings/views,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > SchedulingStubAPI,tdf-hq/src/TDF/API/Future.hs:102
GET,/stubs/scheduling/rooms/features,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > SchedulingStubAPI,tdf-hq/src/TDF/API/Future.hs:102
GET,/stubs/scheduling/sessions/creation,authenticated-root,experimental.future-stubs,view,true,documented API-only capability,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > FutureAPI > SchedulingStubAPI,tdf-hq/src/TDF/API/Future.hs:102
POST,/tidal-agent,authenticated-root,tools.tidal-agent,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > TidalAgentAPI,tdf-hq/src/TDF/API.hs:160
POST,/v1/password-reset,public-root,technical.auth-reset,create,false,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > AuthV1API > PasswordResetAPI,tdf-hq/src/TDF/API.hs:363
POST,/v1/password-reset/confirm,public-root,technical.auth-reset,create,false,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > AuthV1API > PasswordResetConfirmAPI,tdf-hq/src/TDF/API.hs:365
POST,/v1/password/change,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > AuthV1API > PasswordAPI,tdf-hq/src/TDF/API.hs:367
POST,/v1/signup,public-root,technical.auth-login,create,false,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > AuthV1API > SignupAPI,tdf-hq/src/TDF/API.hs:361
GET,/version,public-root,help.about,view,true,user/admin interface mapped,public route; handler validation/signature/rate-limit review still required,API > VersionAPI,tdf-hq/src/TDF/API.hs:71
GET,/webhooks/whatsapp,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > WhatsAppWebhookAPI,tdf-hq/src/TDF/Routes/Courses.hs:462
POST,/webhooks/whatsapp,public-root,,,false,technical/API-only; never display,public route; handler validation/signature/rate-limit review still required,API > WhatsAppWebhookAPI,tdf-hq/src/TDF/Routes/Courses.hs:462
GET,/whatsapp/consent,authenticated-root,social.inbox,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > WhatsAppConsentAPI > WhatsAppConsentRoutes,tdf-hq/src/TDF/API.hs:216
POST,/whatsapp/consent,authenticated-root,social.inbox,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > WhatsAppConsentAPI > WhatsAppConsentRoutes,tdf-hq/src/TDF/API.hs:216
GET,/whatsapp/messages,authenticated-root,social.inbox,view,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > WhatsAppMessagesAPI,tdf-hq/src/TDF/API.hs:168
POST,/whatsapp/operator-question,authenticated-root,social.inbox,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > WhatsAppReplyAPI,tdf-hq/src/TDF/API.hs:212
POST,/whatsapp/opt-out,authenticated-root,social.inbox,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > WhatsAppConsentAPI > WhatsAppConsentRoutes,tdf-hq/src/TDF/API.hs:216
POST,/whatsapp/reply,authenticated-root,social.inbox,create,true,user/admin interface mapped,root bearer/session authentication; handler/action/record-scope review still required,API > ProtectedAPI > WhatsAppReplyAPI,tdf-hq/src/TDF/API.hs:212
