surface,route-or-file,source,access-definition,devices,languages,required-states,evidence-status
route-declaration,"""/docs""",tdf-hq-ui/src/routes/protectedRoutes.tsx:139,"<Route path=""/docs"" element={<DocsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/manual""",tdf-hq-ui/src/routes/protectedRoutes.tsx:140,"<Route path=""/manual"" element={<ManualPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/acerca""",tdf-hq-ui/src/routes/protectedRoutes.tsx:141,"<Route path=""/acerca"" element={<AboutPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/seguridad""",tdf-hq-ui/src/routes/protectedRoutes.tsx:142,"<Route path=""/seguridad"" element={<SecurityPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/solicitudes-acceso""",tdf-hq-ui/src/routes/protectedRoutes.tsx:143,"<Route path=""/solicitudes-acceso"" element={<AccessRequestsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/solicitudes-acceso/nueva""",tdf-hq-ui/src/routes/protectedRoutes.tsx:144,"<Route path=""/solicitudes-acceso/nueva"" element={<NewAccessRequestPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/solicitudes-acceso/revision""",tdf-hq-ui/src/routes/protectedRoutes.tsx:145,"<Route path=""/solicitudes-acceso/revision"" element={<AccessRequestReviewPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/fans/clubs/:artistId""",tdf-hq-ui/src/routes/protectedRoutes.tsx:146,"<Route path=""/fans/clubs/:artistId"" element={<FanClubPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/fans/clubs/:artistId/members""",tdf-hq-ui/src/routes/protectedRoutes.tsx:147,"<Route path=""/fans/clubs/:artistId/members"" element={<FanClubMemberProfilePage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/fans/clubs/:artistId/members/:partyId""",tdf-hq-ui/src/routes/protectedRoutes.tsx:148,"<Route path=""/fans/clubs/:artistId/members/:partyId"" element={<FanClubMemberProfilePage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/practicas""",tdf-hq-ui/src/routes/protectedRoutes.tsx:149,"<Route path=""/practicas"" element={<InternshipsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/practicas/tareas/:taskId""",tdf-hq-ui/src/routes/protectedRoutes.tsx:150,"<Route path=""/practicas/tareas/:taskId"" element={<InternTaskDetailPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/practicas/auditorias/:planId""",tdf-hq-ui/src/routes/protectedRoutes.tsx:151,"<Route path=""/practicas/auditorias/:planId"" element={<InternAuditPlanPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/feedback/interno""",tdf-hq-ui/src/routes/protectedRoutes.tsx:152,"<Route path=""/feedback/interno"" element={<InternalFeedbackPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/feedback/interno/:reportId""",tdf-hq-ui/src/routes/protectedRoutes.tsx:153,"<Route path=""/feedback/interno/:reportId"" element={<InternalFeedbackPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/admin/diagnosticos""",tdf-hq-ui/src/routes/protectedRoutes.tsx:154,"<Route path=""/admin/diagnosticos"" element={<AdminDiagnosticsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/admin/commerce/provider-events""",tdf-hq-ui/src/routes/protectedRoutes.tsx:155,"<Route path=""/admin/commerce/provider-events"" element={<CommerceProviderEventsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/admin/merch""",tdf-hq-ui/src/routes/protectedRoutes.tsx:156,"<Route path=""/admin/merch"" element={<MerchAdminPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/admin/artistas-enriquecimiento""",tdf-hq-ui/src/routes/protectedRoutes.tsx:157,"<Route path=""/admin/artistas-enriquecimiento"" element={<ArtistEnrichmentReviewPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/admin/artists/enrichment""",tdf-hq-ui/src/routes/protectedRoutes.tsx:158,"<Route path=""/admin/artists/enrichment"" element={<ArtistEnrichmentReviewPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/herramientas/chatkit""",tdf-hq-ui/src/routes/protectedRoutes.tsx:159,"<Route path=""/herramientas/chatkit"" element={<ChatKitPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/herramientas/tidal-agent""",tdf-hq-ui/src/routes/protectedRoutes.tsx:160,"<Route path=""/herramientas/tidal-agent"" element={<TidalAgentPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/herramientas/token-admin""",tdf-hq-ui/src/routes/protectedRoutes.tsx:161,"<Route path=""/herramientas/token-admin"" element={<AdminTokenPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/crm""",tdf-hq-ui/src/routes/protectedRoutes.tsx:162,"<Route path=""/crm"" element={<Outlet />}>",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""contactos""",tdf-hq-ui/src/routes/protectedRoutes.tsx:163,"<Route path=""contactos"" element={<PartiesPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""empresas""",tdf-hq-ui/src/routes/protectedRoutes.tsx:164,"<Route path=""empresas"" element={<CompaniesPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""leads""",tdf-hq-ui/src/routes/protectedRoutes.tsx:165,"<Route path=""leads"" element={<LeadsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,(pathless/index wrapper),tdf-hq-ui/src/routes/protectedRoutes.tsx:166,"<Route index element={<Navigate to=""contactos"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/estudio""",tdf-hq-ui/src/routes/protectedRoutes.tsx:169,"<Route path=""/estudio"" element={<Outlet />}>",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""calendario""",tdf-hq-ui/src/routes/protectedRoutes.tsx:170,"<Route path=""calendario"" element={<BookingsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""salas""",tdf-hq-ui/src/routes/protectedRoutes.tsx:171,"<Route path=""salas"" element={<RoomsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""ordenes""",tdf-hq-ui/src/routes/protectedRoutes.tsx:172,"<Route path=""ordenes"" element={<OrdersPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""servicios""",tdf-hq-ui/src/routes/protectedRoutes.tsx:173,"<Route path=""servicios"" element={<ServiceTypesPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""pipelines""",tdf-hq-ui/src/routes/protectedRoutes.tsx:174,"<Route path=""pipelines"" element={<KanbanPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""live-sessions""",tdf-hq-ui/src/routes/protectedRoutes.tsx:175,"<Route path=""live-sessions"" element={<LiveSessionIntakePage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""campanas/tdf-sessions-domo""",tdf-hq-ui/src/routes/protectedRoutes.tsx:176,"<Route path=""campanas/tdf-sessions-domo"" element={<TdfDomoCampaignPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""reportes""",tdf-hq-ui/src/routes/protectedRoutes.tsx:177,"<Route path=""reportes"" element={<ReportsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,(pathless/index wrapper),tdf-hq-ui/src/routes/protectedRoutes.tsx:178,"<Route index element={<Navigate to=""calendario"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/label""",tdf-hq-ui/src/routes/protectedRoutes.tsx:181,"<Route path=""/label"" element={<Outlet />}>",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""artistas""",tdf-hq-ui/src/routes/protectedRoutes.tsx:182,"<Route path=""artistas"" element={<LabelArtistsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""proyectos""",tdf-hq-ui/src/routes/protectedRoutes.tsx:183,"<Route path=""proyectos"" element={<LabelProjectsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""releases""",tdf-hq-ui/src/routes/protectedRoutes.tsx:184,"<Route path=""releases"" element={<LabelReleasesPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""assets""",tdf-hq-ui/src/routes/protectedRoutes.tsx:185,"<Route path=""assets"" element={<LabelAssetsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""tracks""",tdf-hq-ui/src/routes/protectedRoutes.tsx:186,"<Route path=""tracks"" element={<LabelTracksPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""ddex""",tdf-hq-ui/src/routes/protectedRoutes.tsx:187,"<Route path=""ddex"" element={<DdexInboxPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""ddex/documents/:id""",tdf-hq-ui/src/routes/protectedRoutes.tsx:188,"<Route path=""ddex/documents/:id"" element={<DdexDocumentPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""ddex/documents/:id/import""",tdf-hq-ui/src/routes/protectedRoutes.tsx:189,"<Route path=""ddex/documents/:id/import"" element={<DdexDocumentPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""ddex/partners""",tdf-hq-ui/src/routes/protectedRoutes.tsx:190,"<Route path=""ddex/partners"" element={<PartnerManagementPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,(pathless/index wrapper),tdf-hq-ui/src/routes/protectedRoutes.tsx:191,"<Route index element={<Navigate to=""artistas"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/escuela""",tdf-hq-ui/src/routes/protectedRoutes.tsx:194,"<Route path=""/escuela"" element={<Outlet />}>",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""profesores""",tdf-hq-ui/src/routes/protectedRoutes.tsx:195,"<Route path=""profesores"" element={<TeachersPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""clases""",tdf-hq-ui/src/routes/protectedRoutes.tsx:196,"<Route path=""clases"" element={<ClassesPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""trial-lessons""",tdf-hq-ui/src/routes/protectedRoutes.tsx:197,"<Route path=""trial-lessons"" element={<TrialLessonsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""trial-queue""",tdf-hq-ui/src/routes/protectedRoutes.tsx:198,"<Route path=""trial-queue"" element={<AdsInboxPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,(pathless/index wrapper),tdf-hq-ui/src/routes/protectedRoutes.tsx:199,"<Route index element={<Navigate to=""trial-lessons"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/finanzas""",tdf-hq-ui/src/routes/protectedRoutes.tsx:202,"<Route path=""/finanzas"" element={<Outlet />}>",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""pagos""",tdf-hq-ui/src/routes/protectedRoutes.tsx:203,"<Route path=""pagos"" element={<PaymentsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""creador-reporte-cuenta""",tdf-hq-ui/src/routes/protectedRoutes.tsx:204,"<Route path=""creador-reporte-cuenta"" element={<WorkAccountReportBuilderPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""reporte-esteban-munoz""",tdf-hq-ui/src/routes/protectedRoutes.tsx:205,"<Route path=""reporte-esteban-munoz"" element={<EstebanMunozReportPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""reporte-david-celaya""",tdf-hq-ui/src/routes/protectedRoutes.tsx:206,"<Route path=""reporte-david-celaya"" element={<DavidCelayaReportPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,(pathless/index wrapper),tdf-hq-ui/src/routes/protectedRoutes.tsx:207,"<Route index element={<Navigate to=""pagos"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/operacion""",tdf-hq-ui/src/routes/protectedRoutes.tsx:210,"<Route path=""/operacion"" element={<Outlet />}>",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""inventario""",tdf-hq-ui/src/routes/protectedRoutes.tsx:211,"<Route path=""inventario"" element={<InventoryPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""ordenes-marketplace""",tdf-hq-ui/src/routes/protectedRoutes.tsx:212,"<Route path=""ordenes-marketplace"" element={<MarketplaceOrdersPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""reservas-equipo""",tdf-hq-ui/src/routes/protectedRoutes.tsx:213,"<Route path=""reservas-equipo"" element={<ReservasEquipoPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,(pathless/index wrapper),tdf-hq-ui/src/routes/protectedRoutes.tsx:214,"<Route index element={<Navigate to=""inventario"" replace />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""/mi-tienda""",tdf-hq-ui/src/routes/protectedRoutes.tsx:217,"<Route path=""/mi-tienda"" element={<MerchSellerPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""/configuracion""",tdf-hq-ui/src/routes/protectedRoutes.tsx:219,"<Route path=""/configuracion"" element={<Outlet />}>",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,"inventory;parent guard and nested path require manual review; Operational initial arrival: actual isolated Admin+Customer and Customer sessions, Chromium production bundle320/1280, operational-*-after.json. Denials/redirects recorded per route. Integrated28 affected cases: operational-focused-final.json. Missing local calendar OAuth returns500. Other roles/states/engines/native untested."
route-declaration,"""catalogos""",tdf-hq-ui/src/routes/protectedRoutes.tsx:220,"<Route path=""catalogos"" element={<CatalogsPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
route-declaration,"""catalogos/radio-auto-stop""",tdf-hq-ui/src/routes/protectedRoutes.tsx:221,"<Route path=""catalogos/radio-auto-stop"" element={<RadioAutoStopCatalogPage />} />",desktop;tablet;phone,es;en,loading;empty;validation;denied;expired-session;cancel;slow;interrupted;retry;recovery;return;deep-link;partial-progress,inventory;parent guard and nested path require manual review
